order_date,customer_id,email,product_id,quantity,price,shipping_status
2024-07-10,Customer 7168,user926@company.com,PROD-817,4.0,-198.70295278330434,delivered
2024-10-03,Customer 8561,user224@company.com,PROD-500,5.0,99,Shipped
2024-06-09,CUST-1232,user807@yahoo.com,PROD-704,6.0,132.11174875430308,In-Transit
2024-11-09,7371,user530hotmail.com,PROD-920,1.0,98.48633714460622,In-Transit
2024-01-22,C8943,user835@hotmail.com,PROD-608,4.0,45.65833434467199,pending
2024-09-09,CUS-7891,user464@company.com,PROD-602,7.0,148.2651676974594,in transit
2024-08-23,CUST-3472,user515@company.com,PROD-871,3.0,96.01594460716615,In Transit
2024-12-10,3739,user632@hotmail.com,PROD-599,9.0,180.96288355134706,Shipped
2024-02-18,C2761,user379@company.com,PROD-217,7.0,26.472075882755078,pending
2024-02-28,CUST-1876,user534@company.com,PROD-700,7.0,130.26549202747108,Pending
2024-06-18,2460,user860@yahoo.com,PROD-778,9.0,14.012749109721906,pending
2024-07-06,2733,user616@gmail.com,,9.0,-89,delivered
2024-09-27,Customer 7986,user190@company.com,PROD-327,3.0,30.482597469167757,In-Transit
2024-07-08,CUS-9434,user345@company.com,PROD-145,2.0,102.48334462681625,SHIPPED
2024-06-23,6342, user283@hotmail.com ,PROD-883,5.0,60.43485127147362,SHIPPED
2024-02-20,C9659,user681@gmail.com,PROD-512,6.0,125.29336348217642,In-Transit
2024-12-29,Customer 9195,user919@yahoo.com,PROD-443,4.0,101.66606236260154,Delivered
2024-02-24,CUS-3551,user506@outlook.com,PROD-374,6.0,130.31931314295602,delivered
2024-08-31,CUST-6560,user790@company.com,PROD-178,3.0,14.595649214254042,in transit
2024-11-15,C1846,user850@hotmail.com,PROD-301,1.0,151,Pending
2024-05-10,CUST-7316,user939hotmail.com,PROD-657,6.0,198,In-Transit
2024-11-02,Customer 7469,user436@gmail.com,PROD-240,8.0,173,Shipped
2024-05-14,C9915,user422outlook.com,PROD-829,9.0,132.72320987484065,In-Transit
2024-01-21,CUS-5208, user593@company.com ,PROD-476,2.0,93.61426234380203,DELIVERED
2024-11-24,Customer 3048,user579company.com,PROD-251,8.0,$167.19,Pending
2024-06-15,C2828,user934@yahoo.com,PROD-726,8.0,68.40218118408907,In Transit
2024-09-30,CUST-7988,user293@gmail.com,PROD-705,3.0,80.31810448657922,Pending
2025-01-22,CUST-4744,user402@outlook.com,PROD-802,4.0,172.39176508583776,Shipped
2024-03-29,C1009,user426@outlook.com,PROD-255,5.0,100.71272958786126,pending
2024-11-11,7038,user648@company.com,PROD-500,9.0,58.944834368319476,DELIVERED
2024-01-14,C3219,user226@gmail.com,PROD-440,9.0,96.50918556668509,In Transit
2024-08-29,C3060,user364@yahoo.com,PROD-951,7.0,108.56357929602716,shipped
2024-09-21,C2619,user457@outlook.com,PROD-796,962.0,94,Shipped
2024-12-11,CUS-2342,user784yahoo.com,PROD-301,3.0,53.21326926512185,SHIPPED
2024-02-22,3832,user182@outlook.com,PROD-991,1.0,112.99612676817166,Delivered
2025-01-20,CUS-2994,user261@yahoo.com,PROD-315,2.0,94.78446701012673,pending
2024-12-05,CUST-8984,user573@company.com,PROD-986,3.0,179,Pending
2024-04-01,1235,user550outlook.com,PROD-285,9.0,12,shipped
2025-01-01,C2908,user330@company.com,PROD-904,8.0,$108.79,DELIVERED
2024-09-20,CUST-6256,user880@company.com,PROD-489,5.0,97.56494685473533,pending
2024-02-04,C3635,user130@gmail.com,PROD-972,7.0,56.509514653808914,shipped
2024-07-24,CUST-3560,user583@hotmail.com,PROD-224,3.0,171.7010569110354,in transit
2024-03-21,Customer 6951,user977@hotmail.com,PROD-150,8.0,132.4569993800462,delivered
2025-02-23,9007,user359@company.com,PROD-969,8.0,171.71940323450136,Pending
2024-02-19,CUST-7413,user389@yahoo.com,PROD-345,6.0,195.52310646840735,delivered
2024-12-25,Customer 7941,user660gmail.com,PROD-292,5.0,144.0123063330093,SHIPPED
2025-01-22,CUST-5820,user960@yahoo.com,PROD-647,1.0,176.26319089677554,shipped
2024-01-02,3898,user187@yahoo.com,PROD-878,8.0,137.69174741877183,DELIVERED
2025-01-24,CUST-1077,user931@company.com,PROD-650,8.0,82.72091854761653,SHIPPED
2024-02-23,C5227,user236@outlook.com,PROD-391,6.0,194.04137554047819,delivered
2024-04-15,CUS-2065,user918@company.com,PROD-900,900.0,13.205055258339193,shipped
2024-09-16,CUS-7943, user790@company.com ,PROD-524,5.0,73.90800396482115,SHIPPED
2024-11-05,CUST-8804,user927@outlook.com,PROD-763,1.0,152.50165158742598,Shipped
2024-07-09,CUS-6142,user824@company.com,PROD-386,9.0,71.25460513512225,pending
2025-02-05,CUS-3712,user622@gmail.com,PROD-877,4.0,136.58132601496106,In-Transit
2024-08-05,CUS-2248,user951@outlook.com,PROD-329,5.0,50.47150469333175,Delivered
2024-02-13,C2997,user601@hotmail.com,PROD-910,1.0,$145.55,In Transit
2024-06-10,4687,user867@outlook.com,PROD-422,3.0,$191.32,Shipped
2024-07-20,CUST-2970,user309@company.com,PROD-302,5.0,78.45101616139691,SHIPPED
2024-09-26,CUST-2202,user428@outlook.com,PROD-727,6.0,$146.61,DELIVERED
2024-12-16,C6567,user954company.com,PROD-521,3.0,121.00095839225519,in transit
2024-10-30,Customer 6742,user827@hotmail.com,PROD-661,3.0,121.13843225336453,In-Transit
2024-09-27,6408,user248@hotmail.com,PROD-693,6.0,136.76052543096242,In Transit
2024-08-02,Customer 9669,user351@outlook.com,PROD-699,4.0,$191.54,Shipped
2024-09-08,CUST-1419,user749@cmpany.cm,PROD-183,5.0,134.92797809907637,in transit
2024-07-08,2120,user776yahoo.com,PROD-765,5.0,165.96283047341706,in transit
2024-10-22,1950,user967yahoo.com,PROD-705,5.0,57.67743224940446,in transit
2024-07-31,CUS-6373,user486@gmail.com,PROD-494,6.0,79,In-Transit
2024-07-26,Customer 3645,user508hotmail.com,PROD-475,1.0,-18.832889031622933,pending
2024-08-24,C5612,user957@gmail.com,PROD-997,8.0,66.52388465523275,shipped
2024-12-03,CUST-2865,user203@hotmail.cm,PROD-672,6.0,188,Shipped
2025-01-01,CUS-7028,user798@gmail.cm,PROD-187,3.0,160.12161350975785,shipped
2024-02-22,Customer 7359,user600@gmail.com,PROD-495,5.0,90,Pending
2024-10-06,Customer 8863,user737hotmail.com,PROD-181,3.0,164.35667370959183,In-Transit
2025-02-13,4719,user654@company.com,PROD-481,2.0,126,in transit
,,,,,,
2024-09-08,Customer 4756,user144@outlook.com,PROD-814,8.0,64.4843987069625,In-Transit
2024-07-06,C1094,user709@yahoo.com,PROD-962,7.0,96.52952243857985,Pending
2025-01-14,CUST-7898,user317@hotmail.com,PROD-307,5.0,-53.14845188655212,Delivered
2024-02-10,Customer 1793,user707@hotmail.com,PROD-763,3.0,48.22756926472223,DELIVERED
2024-06-05,CUST-3116,user332@gmail.com,PROD-805,266.0,70.28727588404875,Delivered
2024-01-15,Customer 7166,user125@gmail.com,PROD-849,5.0,39,shipped
2024-10-27,C9554,user792@hotmail.com,PROD-686,7.0,157.70466936814813,In-Transit
2024-03-05,Customer 8783,user148@hotmail.com,PROD-910,7.0,75.76326468816451,DELIVERED
2024-12-10,C1984,user258@gmail.com,PROD-948,9.0,194.40401289291714,Delivered
2024-11-22,CUS-8790, user695@hotmail.com ,,3.0,$122.38,shipped
2024-01-09,Customer 4531,user772@yahoo.com,PROD-384,1.0,$56.16,SHIPPED
2024-12-09,Customer 5451,user221@company.com,PROD-237,1.0,172.45684614214687,delivered
2024-05-08,Customer 4876,user545@yahoo.com,PROD-815,8.0,13.647303131289853,pending
2024-05-15,C9795,user102@company.com,PROD-961,3.0,118.12032626893273,DELIVERED
2024-03-03,C7024,user820@outlook.com,PROD-525,2.0,99.39220761015221,In Transit
2024-05-18,CUST-8196,user681@gmail.com,PROD-470,5.0,85.98280367094817,DELIVERED
2024-03-21,CUS-4797,user931@outlook.com,PROD-352,2.0,194.14733637627666,shipped
2025-01-26,CUST-2792,user700@yahoo.com,PROD-229,8.0,85,pending
2024-06-11,4476,user253@hotmail.com,PROD-475,3.0,43.573804810457545,in transit
2025-02-22,C2645,user372@outlook.com,PROD-407,6.0,23.750239443530113,pending
2024-10-15,Customer 4030,user619@company.com,PROD-633,9.0,82.72063790518277,shipped
2025-01-13,CUS-4072,user705@gmail.com,PROD-660,9.0,62.18988774629719,pending
2024-09-17,CUST-6031, user853@company.com ,PROD-439,6.0,65.64209187332852,Shipped
2024-08-18,8112,user173@hotmail.com,PROD-455,1.0,81.50381432390606,in transit
2024-02-10,9393,user270@company.com,PROD-656,6.0,137.35719153574183,shipped
2024-01-28,Customer 7456,user555@outlook.com,PROD-204,3.0,83.83464029326758,Delivered
2024-05-14,8970,user975company.com,PROD-245,2.0,186.89121586856803,delivered
2024-07-19,Customer 1536,user839@gmail.com,PROD-398,2.0,60.36968364400984,shipped
2024-11-23,C8973,user228@gmail.com,,7.0,-19.161658522016477,Delivered
2024-09-24,C9070,user728@outlook.com,PROD-147,9.0,177.29418504440184,In Transit
2025-02-21,C9666,user116@yahoo.com,PROD-106,4.0,37.51203718096638,Shipped
2024-02-02,C7490,user181@hotmail.com,PROD-883,8.0,$97.57,pending
2024-02-17,CUS-7783,user503hotmail.com,PROD-648,5.0,108.83041086379755,SHIPPED
2025-02-10,CUST-5971,user414@outlook.com,PROD-264,3.0,29.609173792855685,pending
2024-03-02,CUST-2205,user377@yahoo.com,PROD-291,8.0,169.6951377827402,Shipped
2024-08-03,CUS-2990,user355@outlook.com,PROD-673,4.0,182.95580579864452,in transit
2024-10-19,Customer 4572,user982@outlook.com,,6.0,149.58452105900255,delivered
2024-04-08,CUS-7320,user253@company.com,PROD-677,5.0,25.635010988377125,Shipped
2024-06-20,5757,user498@yahoo.com,PROD-631,2.0,164,DELIVERED
2024-12-25,C6588,user246@hotmail.com,,4.0,161.36464683308876,SHIPPED
2024-08-01,CUS-1966,user520@gmail.com,,1.0,106.79172019034375,in transit
2024-02-04,CUS-4432,user288@hotmail.com,PROD-603,9.0,$160.04,DELIVERED
2024-08-14,CUS-5243,user934@yahoo.com,PROD-743,7.0,111.03646705405298,in transit
2024-04-10,Customer 6182,user378company.com,PROD-501,516.0,$177.52,DELIVERED
2024-05-10,7704, user353@company.com ,PROD-955,6.0,58.08890384302731,Pending
2024-09-13,CUS-2759,user860@hotmail.com,PROD-644,7.0,158.23927287489082,delivered
2024-01-05,3482,user490@cmpany.cm,PROD-300,5.0,173.63440322340512,Delivered
2024-08-05,CUST-1951,user914@hotmail.com,PROD-736,4.0,198.49402955693247,pending
2024-09-11,CUST-3079,user850@gmail.com,PROD-141,1.0,174.29362016473138,Shipped
2025-02-01,5524,user801@company.com,PROD-799,6.0,18.18427976157745,In Transit
2024-12-24,9477,user481@outlook.com,PROD-540,9.0,67,DELIVERED
2024-10-09,CUST-3065,user121@company.com,PROD-605,6.0,192.3087916495225,Pending
2025-01-27,CUS-6490,user898@yahoo.com,PROD-652,9.0,22.607979870819236,delivered
2024-07-25,C7645, user620@gmail.com ,PROD-667,9.0,135.15936235937346,In Transit
2024-01-15,Customer 6232,user604@gmail.com,,6.0,82.56685924115764,Shipped
2024-12-11,C6797,user968@gmail.com,PROD-716,4.0,133.39699376536552,Pending
2024-02-11,CUST-5926,user588@yahoo.com,PROD-261,6.0,13,In Transit
2025-01-14,Customer 7016,user100@yahoo.com,PROD-159,1.0,46.16282150158465,SHIPPED
2024-06-27,9038,user862@gmail.com,PROD-324,6.0,109.70518256930082,In-Transit
2024-03-03,CUST-5873,user407@company.com,PROD-681,4.0,57.78365509525951,pending
2024-12-17,C7305,user274@company.com,PROD-268,9.0,52.71626744308222,in transit
2024-08-18,Customer 1054,user882@hotmail.com,PROD-541,3.0,172.65776855439458,in transit
2024-08-28,Customer 4462, user950@outlook.com ,PROD-519,2.0,-179.9227845106526,shipped
2024-02-21,1832,user925@gmail.com,PROD-619,8.0,40.58878084252921,SHIPPED
2024-04-05,CUS-6954,user414@company.com,PROD-659,8.0,101.54594294954813,pending
2025-01-22,CUST-9519,user438@company.com,PROD-807,8.0,-104.14558117142668,In-Transit
2024-08-09,CUS-4310,user624@outlook.com,PROD-569,1.0,139.21714015321862,shipped
2025-02-10,7722,user188@hotmail.com,PROD-918,6.0,190.27070930874163,In Transit
2024-08-18,CUST-8776,user121@outlook.com,PROD-525,9.0,$89.29,shipped
2024-08-24,Customer 4054,user474@outlook.com,,7.0,68.19546928840779,DELIVERED
2024-05-22,C8970, user599@hotmail.com ,PROD-621,8.0,186.78074247309698,SHIPPED
2024-06-19,CUST-5547,user664@outlook.com,PROD-868,4.0,50.30427268770593,Pending
2024-01-29,Customer 9356,user616@gmail.com,PROD-164,4.0,11,Pending
2024-02-05,6005,user132@yahoo.com,PROD-287,8.0,85,In-Transit
2024-01-13,C7150,user549@hotmail.com,PROD-237,5.0,102.84894110568462,Shipped
2024-06-08,C9966,user314@outlook.com,PROD-645,7.0,67.81987885161467,pending
2024-11-22,CUS-3198,user891@yahoo.cm,PROD-644,7.0,187.08944943687212,Pending
2024-07-05,5242,user673@company.com,PROD-416,6.0,89.70253246007523,SHIPPED
2024-08-30,2308,user511@gmail.com,PROD-951,664.0,65.24046940215102,delivered
2024-03-26,Customer 5177,user830@gmail.com,PROD-612,6.0,196.88208089623424,in transit
2024-10-10,C7852,user444@outlook.com,PROD-882,4.0,179.99235198540165,delivered
2024-03-06,Customer 4594,user121@yahoo.com,PROD-834,3.0,112.7690484009361,shipped
2024-06-18,C2409,user329@hotmail.com,PROD-720,4.0,145.80403150494274,Delivered
2024-02-14,CUST-5566,user695@outlook.cm,PROD-468,8.0,90,DELIVERED
2024-03-02,Customer 2555,user934@outlook.com,PROD-750,9.0,88.54992018317401,Delivered
2024-05-13,1804,user844@outlook.com,PROD-198,5.0,23.964591005493048,SHIPPED
2024-10-10,CUS-8083,user164@outlook.com,PROD-419,6.0,143.99388856746938,Delivered
2024-01-28,CUST-6619,user761@outlook.com,PROD-594,4.0,12.815105125648744,delivered
2024-04-17,C2387,user709@gmail.com,PROD-619,5.0,29.752366314165265,Shipped
2024-02-13,CUS-3679,user106@gmail.com,PROD-414,307.0,$68.62,SHIPPED
2024-12-05,CUST-9173,user172@company.com,PROD-809,6.0,34.362586767887514,in transit
2024-10-12,CUS-4186,user265@gmail.com,PROD-119,8.0,23.565762315790245,In-Transit
2024-11-26,CUS-3573,user855@outlook.com,PROD-229,8.0,$35.26,SHIPPED
2024-05-07,CUS-3599,user743@company.com,PROD-231,3.0,60.088337133142936,In Transit
2024-12-13,C9428,user959@gmail.com,PROD-989,4.0,$71.99,in transit
2024-08-18,CUS-8368,user592@gmail.com,PROD-364,5.0,135.27128560970365,SHIPPED
2024-07-08,CUST-3541,user674@gmail.com,PROD-559,9.0,180.58784177525158,In Transit
2024-08-12,Customer 7809,user395@outlook.com,PROD-142,1.0,119.90164834886319,in transit
2025-01-19,C9996,user430@yahoo.com,PROD-377,8.0,28.015435408284155,shipped
2025-01-11,CUST-7981,user738@outlook.com,PROD-229,1.0,41.44275101638658,Pending
2024-10-09,C6475,user486@yahoo.com,PROD-643,7.0,115.0277676575559,DELIVERED
2024-04-30,CUS-8184,user875@outlook.com,PROD-815,1.0,161.71277390359657,Pending
2024-04-25,8141,user718@gmail.com,PROD-683,7.0,37.56103974150498,delivered
2024-08-20,C2622,user648gmail.com,PROD-626,8.0,$18.44,In-Transit
2024-09-15,9041,user286@company.com,PROD-619,9.0,-134.7195883307313,Pending
2024-12-24,3074,user841@yahoo.com,PROD-424,8.0,107.93452043562819,pending
2024-07-16,CUS-1645,user434@hotmail.com,PROD-265,8.0,147,SHIPPED
2025-02-14,CUST-5263,user797@gmail.com,PROD-728,8.0,$63.82,pending
2024-05-16,C7136,user974@hotmail.com,PROD-888,7.0,45.33647166054295,shipped
2024-11-13,9646,user853@gmail.com,PROD-277,5.0,57.908009617213445,Delivered
2024-06-13,C3969,user744@gmail.com,PROD-253,7.0,190.16878228176967,delivered
2024-08-12,8643,user720@hotmail.cm,PROD-977,3.0,-156.56169790865792,Pending
2024-11-02,C4629,user239@hotmail.com,PROD-653,399.0,136.8979814641324,Shipped
2024-08-21,C4067,user160@yahoo.com,PROD-544,4.0,103.81882872386544,In-Transit
2024-06-20,CUST-3866,user643@company.com,PROD-945,8.0,78.53207156048975,Delivered
2024-05-31,6490,user906@gmail.com,PROD-722,6.0,180.5117481111307,DELIVERED
2024-11-10,C5124,user208@outlook.com,PROD-244,5.0,81.59263676698068,SHIPPED
2025-01-08,4850,user186@gmail.com,PROD-278,6.0,$137.57,shipped
2024-06-08,CUST-8679,user994@gmail.com,,9.0,142.83964873210164,in transit
2024-04-05,Customer 9378,user657@hotmail.com,PROD-942,4.0,189,Pending
2024-08-20,CUST-2333,user715@company.com,PROD-252,5.0,41.5289475282738,Shipped
2024-06-28,C5150,user761@gmail.com,PROD-227,5.0,71.02576677983153,In-Transit
2024-04-22,8479,user598@yahoo.com,PROD-667,477.0,190.27413072001136,DELIVERED
2024-11-13,CUS-8715,user812@yahoo.com,PROD-630,4.0,147.17401723840553,Pending
2024-02-21,Customer 2762,user857@outlook.com,PROD-525,1.0,30.273702793938497,DELIVERED
2024-09-24,Customer 8101,user462@company.com,PROD-122,1.0,75.16294053511335,Delivered
2024-10-21,CUST-7122,user294@yahoo.com,PROD-828,4.0,47.92324197164438,pending
2025-01-20,C1153,user453@outlook.cm,PROD-243,1.0,161.35477964831716,Delivered
2025-01-21,C2524,user338@company.com,PROD-688,9.0,156.66324252647786,delivered
2024-04-22,CUS-3343,user394@yahoo.com,PROD-898,3.0,$109.30,Pending
2024-04-10,CUS-6760,user550@yahoo.cm,PROD-793,6.0,35.13280566281736,shipped
2024-04-22,CUS-1060,user628@outlook.com,PROD-926,6.0,145.2610677324546,In-Transit
2024-03-21,CUST-2639,user728@outlook.cm,PROD-329,6.0,95.35620597028836,in transit
2024-07-05,C8970,user767@gmail.com,PROD-779,472.0,107.04048579478793,in transit
2024-04-22,CUST-2252,user435@gmail.com,PROD-520,8.0,32.033303553370594,SHIPPED
2024-01-02,Customer 9363,user817@company.com,PROD-429,5.0,47.28456802718446,SHIPPED
2024-05-09,CUST-4549,user998@outlook.com,PROD-966,8.0,99.70758933745331,In-Transit
2024-08-07,C7667,user534@yahoo.com,PROD-942,7.0,151.41400013612304,Pending
2024-02-23,CUST-5090,user284@hotmail.com,PROD-495,9.0,$86.96,Pending
2024-12-08,CUS-4004,user181@yahoo.com,PROD-563,3.0,92.79967008581794,Delivered
2024-08-11,CUS-1329,user320outlook.com,PROD-430,5.0,122.65781286867687,Shipped
2024-08-12,CUS-8982,user422@outlook.com,PROD-384,7.0,148.99550943001955,SHIPPED
2025-01-19,Customer 2341,user673@hotmail.com,PROD-338,6.0,170.11957676164653,Shipped
2025-02-06,CUST-6895,user718@outlook.com,PROD-409,8.0,103.96742287090612,Pending
2024-05-05,2750,user447@hotmail.cm,PROD-203,4.0,136.90488155621512,SHIPPED
2024-05-09,3421,user235@gmail.com,,5.0,66.98504254936117,in transit
,,,,,,
2024-06-20,CUS-6387,user310@hotmail.com,PROD-352,3.0,65.83531850458587,SHIPPED
2024-08-05,CUST-4993,user319@company.com,PROD-831,9.0,21.431869244594893,Pending
2024-06-08,CUS-9044,user888@yahoo.com,PROD-102,4.0,$194.48,Pending
2024-07-16,C9238,user943@yahoo.com,PROD-953,2.0,101.38356816208774,DELIVERED
2025-02-19,C5806,user715@outlook.com,PROD-753,8.0,162,Shipped
2024-09-03,CUS-6913,user833@hotmail.com,PROD-801,6.0,66.36631580001777,In-Transit
2024-11-19,4157,user829@yahoo.com,PROD-776,8.0,20.645232160097464,DELIVERED
2024-07-21,C1390,user417@gmail.com,PROD-375,6.0,10.552916906475396,in transit
2024-07-02,8686,user777@outlook.com,PROD-786,7.0,183.2269235493529,pending
2024-05-02,CUS-9007,user255@company.com,PROD-747,1.0,182.1065201982781,Pending
2025-02-04,C2500,user889@yahoo.com,PROD-783,4.0,$113.90,shipped
2024-09-11,C4294,user890@hotmail.com,PROD-146,9.0,189.69792251201525,in transit
2024-10-20,Customer 4042,user491@gmail.com,PROD-659,9.0,167.88689952181028,Shipped
2024-10-06,C2466,user707@outlook.com,PROD-312,8.0,180.42900375993628,DELIVERED
2024-11-20,C1614,user787@gmail.com,PROD-607,7.0,183.4293830568553,Pending
2025-01-06,CUS-8693,user554@company.com,PROD-304,4.0,83.97350238686151,Pending
2024-04-07,CUST-3667,user281@company.com,PROD-615,9.0,10.49695192176439,DELIVERED
2024-07-16,Customer 8980,user398@company.com,PROD-176,9.0,143.80401127706236,In-Transit
2025-01-29,C1130, user464@outlook.com ,PROD-509,4.0,67.03283630705508,pending
2024-08-27,3983, user352@company.com ,PROD-944,3.0,34.82803814778218,DELIVERED
2024-05-23,C5278,user798@company.com,PROD-925,6.0,23.3350881152014,SHIPPED
2024-04-06,Customer 9230, user403@company.com ,PROD-822,2.0,168.7715915666115,In Transit
2024-07-19,CUS-6468,user561@yahoo.com,PROD-176,9.0,179.23166245144708,In-Transit
2024-05-03,CUS-8564,user867outlook.com,PROD-344,2.0,106.12345697380056,In Transit
2024-07-05,C9684,user614@company.com,PROD-481,9.0,175,Shipped
2024-11-21,C9502,user672@company.com,PROD-669,1.0,55.7178224706045,Delivered
2024-12-14,CUST-4241,user764@hotmail.com,PROD-241,7.0,173.5138586036472,in transit
2024-09-15,C5346,user794@hotmail.com,PROD-183,9.0,$15.89,delivered
2024-05-27,4810,user879@yahoo.com,PROD-644,3.0,136,DELIVERED
2024-09-08,CUST-8206,user113@outlook.com,PROD-257,3.0,$170.06,in transit
2025-02-23,Customer 3032,user793@yahoo.com,PROD-862,8.0,144,delivered
2025-02-06,9436,user442@gmail.com,PROD-755,5.0,$89.41,Shipped
2024-12-11,Customer 1271,user950@gmail.com,PROD-323,1.0,60,Shipped
2024-05-26,Customer 5361,user505@yahoo.com,PROD-855,3.0,193.99194241956928,Delivered
2024-05-27,CUS-9190,user503@yahoo.com,,792.0,189.04654430382814,In-Transit
2024-12-17,Customer 4760,user879@hotmail.com,PROD-115,7.0,156.8113874638183,in transit
2024-07-17,CUST-2165,user193@company.com,PROD-158,8.0,112.46615891976715,in transit
2024-11-03,C7467,user903@yahoo.com,PROD-162,6.0,95.3651799753461,DELIVERED
2025-02-20,C5388,user759@company.com,PROD-660,9.0,30.538643644496496,Shipped
2025-02-27,CUS-9623,user727@outlook.com,PROD-388,4.0,19,delivered
2024-05-07,CUS-9173,user254@company.com,PROD-431,7.0,67.14317060623249,shipped
2024-02-08,CUS-5494,user278@hotmail.com,PROD-354,1.0,193.52881105758198,Delivered
2024-12-03,CUS-9056,user924@company.com,PROD-890,3.0,12.511022763566256,In-Transit
2024-12-25,Customer 2828,user730@hotmail.com,PROD-836,8.0,21.612633481529315,Pending
,,,,,,
2024-09-23,CUST-2868,user862@hotmail.com,PROD-845,9.0,29.98596063475395,SHIPPED
2024-05-30,C8878,user882@company.com,PROD-329,2.0,149.53899331631135,In Transit
2025-02-18,Customer 6690,user683@hotmail.com,PROD-348,2.0,$192.01,Delivered
2024-10-24,Customer 6429,user192@hotmail.com,PROD-686,9.0,$21.34,delivered
2024-04-08,4564,user112@hotmail.com,PROD-801,7.0,18.738580408530726,pending
2024-09-19,C8274,user265@yahoo.com,PROD-187,6.0,$87.87,shipped
2024-09-08,C1824,user289@company.com,PROD-165,6.0,180.56507972864574,delivered
2024-05-23,C1936,user454@hotmail.com,PROD-132,6.0,191.07455197802403,pending
2024-12-11,CUS-7402,user346@yahoo.com,PROD-657,3.0,86.60948003227256,DELIVERED
2024-04-21,2796,user876@company.com,PROD-924,3.0,191,Delivered
2024-02-29,CUS-2913,user498@yahoo.com,PROD-154,8.0,178.8780120759282,Shipped
2025-01-03,CUS-8657, user948@gmail.com ,PROD-619,5.0,106.5759632323952,In-Transit
2024-01-02,CUST-8312,user181@company.com,PROD-275,9.0,190.2953763433312,delivered
2025-01-19,CUST-8906,user310@hotmail.com,PROD-416,2.0,58.62714122024791,in transit
2024-10-30,8287,user538@hotmail.com,PROD-761,7.0,33,shipped
2024-09-10,5675,user976@gmail.com,PROD-409,5.0,127,in transit
2024-05-19,2290,user287@yahoo.com,PROD-821,3.0,158.58710277848587,delivered
2024-02-06,CUS-8490,user171@gmail.com,PROD-437,2.0,92.36357339989831,shipped
2024-06-08,CUST-2218,user219@hotmail.com,PROD-148,4.0,153,Shipped
2024-01-09,CUS-7881,user857@yahoo.com,PROD-420,7.0,$120.09,In Transit
2024-08-20,Customer 1954,user346@gmail.com,PROD-894,2.0,104.70774758792084,In Transit
2024-04-08,C8291,user867@outlook.com,PROD-232,6.0,22.320851274027703,DELIVERED
2024-05-26,CUST-4972,user936@hotmail.com,PROD-156,342.0,49.99243789919016,SHIPPED
2024-10-30,C9228,user861@hotmail.cm,PROD-370,3.0,80.72981347711038,In Transit
2024-07-26,Customer 4020,user738@yahoo.com,PROD-968,7.0,71.81694284262156,SHIPPED
2024-05-10,Customer 5036,user580@gmail.com,PROD-257,3.0,82.6818764974748,shipped
2025-02-07,6233,user830@company.com,PROD-742,4.0,184.5815252256808,In Transit
2024-05-31,1317, user210@outlook.com ,,3.0,76.80064493419125,delivered
2024-02-23,3162,user255@gmail.com,PROD-741,3.0,118.10829349917658,Shipped
2024-04-29,C2591,user610@gmail.com,PROD-862,3.0,107.35231418816987,delivered
2024-06-09,C7183, user337@yahoo.com ,PROD-108,4.0,-197.70531098570035,delivered
2025-02-11,CUST-2312,user760@gmail.com,PROD-918,1.0,32.76974355752595,SHIPPED
